home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Newcastle United,West Ham United,67089,58845,106618,56983,57145.0,114243.0,50232,179018,180135,,,180974,170137.0,,37096,60232,40669,219924,,164555,18073,215439,222018.0,,217593,109322.0,178186.0,win,2020/21
West Bromwich Albion,Southampton,101982,176420,108053,216616,59940.0,,171975,50229,154043,101394.0,,210407,164011.0,,40383,158534,40146,93100,171771.0,101178,91047,240143,20467.0,,84939,83283.0,,win,2020/21
Sheffield United,Arsenal,225321,63426,108416,199598,,,82691,47247,153723,79934.0,167878.0,197937,27436.0,,80201,156074,101184,92371,84450.0,167199,223340,182539,444145.0,195735.0,59966,,,lose,2020/21
Brighton and Hove Albion,Everton,215059,198869,83299,111478,,,243505,227127,60307,39155.0,,115382,116216.0,50175.0,111782,106611,101188,164511,198826.0,194164,55422,173807,,,212319,60025.0,,draw,2020/21
Burnley,Newcastle United,220037,68983,17761,51927,39487.0,,60586,172782,433154,60551.0,,60689,81183.0,,67089,58845,106618,56983,57145.0,50232,179018,180135,,,180974,104547.0,,lose,2020/21
Aston Villa,Tottenham Hotspur,98980,199796,169359,199798,149484.0,,230046,122806,122775,110504.0,148508.0,178301,,,37915,199249,173904,214225,199584.0,132015,200826,95715,231372.0,,78830,245824.0,,lose,2020/21
West Ham United,Arsenal,37096,55459,164555,60232,219924.0,,109322,178186,172841,215439.0,204480.0,57531,,,80201,192895,101184,92371,41270.0,167199,223340,184029,54694.0,84450.0,59966,,,draw,2020/21
Brighton and Hove Albion,Newcastle United,215059,198869,83299,111478,,,243505,227127,60307,39155.0,,115382,116216.0,50175.0,67089,58845,106618,101148,109528.0,50232,153127,200089,,,180974,90105.0,179018.0,win,2020/21
Manchester United,Southampton,51940,184667,95658,106760,214590.0,,141746,176297,220688,101582.0,195851.0,40720,,,58376,40146,88900,232797,171771.0,101178,91047,431131,449781.0,,84939,200439.0,,win,2020/21
Newcastle United,Manchester United,59735,101148,194799,111773,57145.0,,180974,50232,170137,153127.0,83314.0,75115,,,51940,184667,95658,106760,214590.0,141746,43670,101582,200617.0,195851.0,176297,,,lose,2020/21
Manchester United,Leeds United,51940,184667,95658,106760,214590.0,,141746,176297,101582,200617.0,195851.0,148225,,,437495,66588,55914,105377,87873.0,219961,80954,221399,155405.0,72222.0,106617,,,win,2020/21
Manchester City,Everton,121160,58621,171314,97299,206325.0,,61366,27789,209244,,,103955,205651.0,103025.0,111234,194164,106611,101188,198826.0,119765,55422,121599,173807.0,,212319,177815.0,,win,2020/21
Chelsea,Sheffield United,228286,172850,51090,103192,225796.0,,116594,91651,184341,,,173879,165153.0,124183.0,225321,63426,40386,108416,,82691,153723,207189,155197.0,79934.0,195473,27436.0,,win,2020/21
Crystal Palace,Manchester United,40836,57328,55494,244723,174874.0,,86417,108413,232787,,,82403,199670.0,450542.0,51940,184667,95658,216051,152590.0,141746,101582,449434,195851.0,465527.0,40720,,,win,2021/22
Brighton and Hove Albion,West Ham United,215059,179268,110735,83299,111478.0,,109345,227127,243016,60307.0,486672.0,50175,,,37096,55459,103192,164555,60232.0,217593,86934,178186,215439.0,204480.0,57531,,,win,2021/22
Arsenal,Everton,225321,226597,156074,58822,437626.0,,223340,184029,444145,153256.0,84450.0,205533,,,40349,153673,194164,106611,153133.0,172632,121599,108823,173807.0,,177815,,,win,2021/22
Manchester City,Aston Villa,121160,97299,121145,146941,27789.0,,220566,61366,165809,,,205651,103025.0,209244.0,111782,199796,149484,101184,101188.0,230046,122806,195546,84583.0,232653.0,178301,,,win,2021/22
Brentford,Leeds United,154561,194010,61810,191866,228044.0,,207283,80607,204580,,,216646,144485.0,446008.0,437495,443967,193645,55914,149915.0,219961,221399,155405,248937.0,,80954,462635.0,,lose,2021/22
Liverpool,Wolverhampton Wanderers,116535,204716,122798,60914,169187.0,,61558,175592,56979,,,110979,194634.0,244731.0,149065,90585,94147,510362,,448514,171317,114128,19624.0,151589.0,247632,102057.0,,win,2021/22
Burnley,Newcastle United,98747,103914,17761,432830,41674.0,,40145,172782,433154,192290.0,,44699,149519.0,,67089,77794,101148,169359,78916.0,180974,180135,208706,,,75115,170137.0,179018.0,lose,2021/22
Leicester City,Southampton,17745,220627,444463,37642,166477.0,,201666,166989,172780,215413.0,86881.0,101668,,,58376,158534,212721,88900,450527.0,78056,101178,91047,96787.0,,155511,83283.0,,win,2021/22
Chelsea,Watford,228286,102380,51090,41328,,,116594,167767,89335,225796.0,,184341,124183.0,219847.0,154506,171099,54484,162651,85624.0,43250,45268,442335,,,78007,475168.0,157775.0,win,2021/22
Norwich City,Tottenham Hotspur,20480,232980,113564,83428,235546.0,189627.0,212723,171270,179276,212325.0,,57127,,,37915,173904,93264,115556,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,lose,2021/22
Everton,Crystal Palace,111234,194164,106611,59949,,,121599,153133,224967,120250.0,,212319,177815.0,232826.0,105666,57328,244723,209036,174874.0,232413,86417,108413,,,80146,82403.0,231747.0,win,2021/22
Aston Villa,Burnley,98980,199796,149484,101184,101188.0,,230046,122806,195546,232653.0,478912.0,178301,,,98747,103914,17761,192290,432830.0,40145,172782,433154,,,44699,149519.0,,draw,2021/22
Chelsea,Leicester City,228286,102380,180736,51090,,,82263,85955,116594,225796.0,,66749,176413.0,124183.0,17745,444463,37642,155569,,172780,86881,166477,215413.0,244619.0,101668,173515.0,,draw,2021/22
Newcastle United,Arsenal,67089,119471,169359,111773,78916.0,,180974,180135,208706,,,75115,170137.0,179018.0,225321,198869,226597,223723,437626.0,223340,184029,209289,153256.0,84450.0,205533,,,win,2021/22
Tottenham Hotspur,Burnley,37915,173904,93264,115556,,,132015,241157,184349,202993.0,,85971,78830.0,95715.0,98747,68983,103914,192290,432830.0,40145,172782,433154,,,44699,149519.0,,win,2021/22
Manchester City,Brighton and Hove Albion,121160,97299,126184,121145,146941.0,,59859,220566,61366,,,165809,103025.0,209244.0,215059,179268,83299,111478,,232792,109345,423649,243016.0,486672.0,60307,50175.0,,win,2021/22
Southampton,Liverpool,58376,158534,212721,88900,83283.0,450527.0,101178,203389,96787,240143.0,,440323,,,116535,171287,204716,214285,60914.0,15157,206915,444884,,,92217,157882.0,194634.0,lose,2021/22
Manchester United,Norwich City,51940,184667,95658,216051,152590.0,,74208,141746,109322,,,14937,209243.0,449434.0,20480,113564,83428,83312,189627.0,212723,171270,179276,212325.0,78607.0,57127,,,win,2021/22
West Ham United,Burnley,37096,222018,55459,60232,219924.0,,86934,180151,178186,215439.0,204480.0,57531,,,98747,68983,103914,17761,432830.0,40145,433154,60551,149519.0,,44683,120202.0,,draw,2021/22
Tottenham Hotspur,Brighton and Hove Albion,37915,93264,221632,115556,,,199249,132015,241157,202993.0,,85971,78830.0,445044.0,215059,179268,83299,111478,,232792,227127,116216,60307.0,486672.0,423649,243016.0,,lose,2021/22
Newcastle United,Leicester City,67089,119471,169359,111773,78916.0,,180974,50232,208706,,,170137,60689.0,179018.0,17745,220627,218031,155569,244619.0,166989,168580,86881,215413.0,219352.0,245419,,,win,2021/22
Newcastle United,Crystal Palace,67089,119471,169359,111773,78916.0,,180974,50232,208706,,,170137,60689.0,179018.0,40836,57328,244723,209036,174874.0,443661,55037,82403,86417.0,232787.0,199670,,,win,2021/22
Liverpool,Manchester United,116535,97032,122798,60914,169187.0,,116643,61558,56979,,,110979,118748.0,244731.0,51940,184667,76359,95658,,74208,216051,214590,62398.0,,141746,176297.0,449434.0,win,2021/22
Chelsea,Arsenal,228286,204727,135363,225796,,,82263,116594,126187,41328.0,,66749,165153.0,184341.0,225321,198869,226597,156074,437626.0,223340,184029,209289,153256.0,84450.0,205533,,,lose,2021/22
Everton,Leicester City,111234,164511,224967,198826,59949.0,,119765,41823,153133,,,212319,232826.0,172632.0,17745,444463,37642,111931,166477.0,201666,166989,172780,86881.0,215413.0,173515,,,draw,2021/22
Watford,Brentford,9089,171099,54484,162651,85624.0,,471471,45268,69143,,,475168,232185.0,230251.0,154561,194010,231065,61810,191866.0,128295,80607,204580,,,216646,144485.0,446008.0,lose,2021/22
Burnley,Southampton,98747,103914,17761,192290,432830.0,,40145,172782,433154,149519.0,,44683,120202.0,,40383,212721,171771,213482,,158534,78056,101178,244560.0,91047.0,440323,96787.0,,win,2021/22
Southampton,Arsenal,40383,212721,171771,213482,,,158534,78056,101178,244560.0,,91047,440323.0,96787.0,225321,198869,226597,58822,437626.0,223340,184029,444145,437742.0,84450.0,205533,,,win,2021/22
Brentford,Tottenham Hotspur,154561,194010,205836,61810,228044.0,226956.0,207283,80607,204580,,,144485,446008.0,,37915,93264,221632,115556,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,draw,2021/22
Norwich City,Newcastle United,20480,113564,83428,192303,189627.0,,212723,171270,179276,212325.0,78607.0,57127,,,67089,101148,169359,111773,78916.0,200089,180135,208706,,,180974,170137.0,114243.0,lose,2021/22
Arsenal,Manchester United,225321,198869,226597,58822,437626.0,,223340,184029,209289,153256.0,84450.0,205533,,,51940,184667,90152,216051,152590.0,141746,209243,62398,449434.0,195851.0,14937,,,win,2021/22
Manchester City,Watford,121160,171314,121145,206325,146941.0,,103955,205651,220566,61366.0,27789.0,114283,,,9089,232391,171099,162651,85624.0,471471,43250,45268,,,78007,232185.0,230251.0,win,2021/22
Leicester City,Aston Villa,17745,220627,444463,218031,166477.0,,166989,172780,86881,215413.0,219352.0,245419,,,98980,199796,199798,149484,18892.0,230046,122806,84583,215711.0,232653.0,178301,,,draw,2021/22
Manchester City,Liverpool,121160,58621,97299,121145,146941.0,,205651,220566,61366,165809.0,209244.0,103955,,,116535,97032,122798,60914,169187.0,116643,61558,56979,,,110979,118748.0,194634.0,draw,2021/22
Leicester City,Crystal Palace,17745,220627,218031,155569,244619.0,,166989,172780,215413,86881.0,219352.0,245419,,,40836,57328,244723,209036,174874.0,55037,80146,82403,86417.0,232787.0,231747,,,win,2021/22
Brentford,West Ham United,154561,194010,231065,191866,48760.0,,128295,80607,204580,,,216646,144485.0,446008.0,37096,55459,103192,164555,60232.0,217593,86934,178186,215439.0,204480.0,57531,,,win,2021/22
Liverpool,Everton,116535,97032,122798,60914,169187.0,,116643,61558,175592,,,110979,118748.0,194634.0,111234,194164,106611,224967,59949.0,119765,121599,153133,,,212319,232826.0,172632.0,win,2021/22
Chelsea,West Ham United,228286,180736,51090,41328,,,82263,85955,116594,126187.0,,165153,184341.0,219847.0,37096,222018,55459,60232,,164555,18073,105717,215439.0,,56377,217593.0,172841.0,win,2021/22
Burnley,Wolverhampton Wanderers,98747,103914,17761,192290,432830.0,,40145,172782,44683,433154.0,,120202,81183.0,,149065,90585,94147,107613,,114128,200402,19624,151589.0,,102057,449988.0,184754.0,win,2021/22
Crystal Palace,Leeds United,40836,57328,55494,209036,174874.0,,232413,50471,232787,,,80146,82403.0,231747.0,437495,66588,55914,149915,87873.0,219961,221399,80954,155405.0,72222.0,200617,,,draw,2021/22
Brighton and Hove Albion,Southampton,215059,179268,110735,83299,111478.0,,423649,243016,116216,486672.0,,115382,50175.0,,40383,158534,441191,450527,171771.0,78056,101178,83283,203389.0,,20452,200439.0,,draw,2021/22
Norwich City,Burnley,20480,113564,83428,83312,189627.0,,212723,171270,179276,212325.0,78607.0,57127,,,98747,68983,103914,17761,432830.0,172782,17349,60551,149519.0,,120202,44683.0,,win,2021/22
Manchester United,Chelsea,51940,184667,90152,216051,152590.0,,141746,176297,62398,449434.0,195851.0,14937,,,228286,102380,51090,41328,,82263,85955,116594,225796.0,,165153,184341.0,219847.0,draw,2021/22
Watford,Burnley,9089,171099,54484,162651,85624.0,,471471,45268,69143,,,475168,232185.0,230251.0,98747,103914,17761,192290,432830.0,40145,172782,433154,17349.0,,120202,81183.0,,lose,2021/22
Leeds United,Manchester City,437495,66588,443967,193645,87873.0,222694.0,219961,221399,155405,72222.0,,80954,,,121160,171314,126184,121145,146941.0,103955,59859,114283,220566.0,209244.0,205651,,,lose,2021/22
Wolverhampton Wanderers,Brighton and Hove Albion,149065,90585,94147,107613,,,448514,171317,200402,19624.0,151589.0,449988,184754.0,,215059,179268,83299,111478,,109345,227127,116216,486672.0,,423649,243016.0,50175.0,lose,2021/22
Southampton,Crystal Palace,40383,158534,244560,450527,171771.0,,78056,101178,83283,203389.0,,20452,200439.0,,40836,57328,55494,209036,174874.0,86417,50471,232787,,,80146,232413.0,231747.0,lose,2021/22
Aston Villa,Norwich City,98980,199796,149484,101184,101188.0,,122806,84583,215711,232653.0,490094.0,178301,,,20480,232980,113564,83428,232937.0,212723,243568,171270,179276.0,212325.0,57127,,,win,2021/22
Newcastle United,Liverpool,67089,119471,169359,111773,78916.0,,50232,200089,208706,,,180974,170137.0,179018.0,116535,171287,97032,122798,60914.0,15157,175592,56979,,,110979,194634.0,244731.0,lose,2021/22
Southampton,Chelsea,40383,158534,441191,450527,171771.0,,78056,101178,91047,96787.0,,155511,200439.0,,228286,102380,135363,51090,,82263,116594,91651,126187.0,,165153,184341.0,219847.0,lose,2021/22
Everton,Manchester United,111234,106611,224967,198826,59949.0,,119765,41823,153133,,,212319,177815.0,232826.0,51940,184667,95658,152590,214590.0,141746,176297,101582,209243.0,62398.0,14937,,,win,2021/22
Tottenham Hotspur,Leicester City,37915,93264,221632,115556,,,132015,241157,184349,202993.0,,85971,78830.0,95715.0,17745,218031,155569,166477,,51938,168580,86881,244619.0,225902.0,173515,245419.0,,win,2021/22
Everton,Chelsea,111234,194164,164511,153133,224967.0,59949.0,41823,232826,172632,121599.0,,212319,,,228286,102380,51090,41328,,82263,85955,126187,225796.0,,165153,184341.0,219847.0,win,2021/22
West Ham United,Arsenal,37096,55459,103192,164555,81012.0,,217593,86934,18073,172841.0,204480.0,178186,,,225321,226597,156074,223723,437626.0,223340,184029,444145,153256.0,84450.0,205533,,,lose,2021/22
Manchester United,Brentford,51940,184667,90152,216051,152590.0,,141746,43670,62398,449434.0,195851.0,14937,,,154561,194010,61810,191866,228044.0,128295,80607,204580,,,144485,446008.0,,win,2021/22
Aston Villa,Tottenham Hotspur,98980,199796,199798,149484,101188.0,,230046,122806,84583,232653.0,,84939,178301.0,,37915,93264,221632,115556,,87835,132015,241157,202993.0,,85971,78830.0,445044.0,lose,2021/22
Watford,Leeds United,9089,171099,54484,162651,85624.0,,471471,45268,69143,,,475168,232185.0,244716.0,437495,66588,55914,149915,87873.0,193645,219961,221399,80954.0,72222.0,200617,,,lose,2021/22
Brighton and Hove Albion,Manchester United,215059,179268,83299,111478,,,109345,227127,116216,486672.0,,243016,60307.0,50175.0,51940,184667,90152,216051,152590.0,141746,43670,62398,449434.0,195851.0,14937,,,win,2021/22
Crystal Palace,Watford,105666,55494,57328,209036,174874.0,,232413,108413,232787,,,443661,82403.0,199670.0,9089,171099,41338,54484,162651.0,43250,45268,442335,,,78007,232185.0,230251.0,win,2021/22
Chelsea,Wolverhampton Wanderers,228286,102380,51090,41328,,,82263,91651,126187,225796.0,,66749,176413.0,165153.0,149065,90585,94147,107613,,448514,171317,114128,19624.0,151589.0,247632,102057.0,,draw,2021/22
Burnley,Aston Villa,98747,103914,17761,192290,432830.0,,40145,172782,433154,17349.0,,120202,44699.0,,98980,199796,199798,149484,101188.0,230046,122806,195546,101184.0,,84939,178301.0,,lose,2021/22
Norwich City,West Ham United,20480,232980,113564,83428,232937.0,,212723,243568,171270,235546.0,212325.0,57127,,,37096,55459,103192,164555,60232.0,217593,86934,178186,172841.0,204480.0,57531,,,lose,2021/22
Arsenal,Leeds United,225321,226597,156074,58822,223723.0,,223340,184029,444145,153256.0,84450.0,205533,,,437495,66588,443967,193645,149915.0,219961,221399,200617,155405.0,72222.0,462635,,,win,2021/22
Aston Villa,Liverpool,98980,199796,199798,149484,101188.0,,230046,122806,184704,84583.0,,84939,178301.0,,116535,97032,214285,60914,169187.0,116643,175592,206915,,,110979,194634.0,244731.0,lose,2021/22
Leicester City,Norwich City,17745,220627,37642,155569,166477.0,,201666,166989,172780,215413.0,219352.0,101668,,,107265,232980,113564,83428,189627.0,76306,212723,243568,212325.0,446281.0,57127,,,win,2021/22
Wolverhampton Wanderers,Manchester City,149065,90585,94147,114128,,,448514,171317,510363,19624.0,151589.0,247632,102057.0,,121160,121145,206325,146941,27789.0,103955,59859,220566,61366.0,209244.0,165809,,,lose,2021/22
Watford,Everton,9089,232391,155651,162651,85624.0,,40387,45268,442335,,,475168,157775.0,225702.0,111234,194164,106611,153133,224967.0,41823,232826,172632,121599.0,,212319,,,draw,2021/22
Burnley,Everton,98747,103914,17761,192290,432830.0,,172782,17349,60551,149519.0,,120202,44683.0,,111234,153673,224967,198826,480455.0,194164,121599,153133,,,212319,177815.0,232826.0,win,2021/22
Leeds United,Chelsea,437495,193645,55914,219961,149915.0,222694.0,221399,200617,155405,450529.0,,80954,,,228286,102380,180736,135363,,82263,85955,91651,225796.0,,66749,176413.0,184341.0,lose,2021/22
Tottenham Hotspur,Arsenal,37915,173904,93264,115556,,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,225321,226597,156074,58822,223723.0,184029,153256,84450,,,223340,444145.0,205533.0,win,2021/22
Everton,Brentford,111234,194164,59949,480455,,,121599,153133,224967,120250.0,,212319,177815.0,232826.0,154561,194010,61810,191866,228044.0,128295,207283,80607,,,216646,144485.0,446008.0,lose,2021/22
West Ham United,Manchester City,37096,55459,103192,164555,60232.0,,217593,86934,178186,215439.0,204480.0,57531,,,121160,121145,206325,146941,27789.0,220566,61366,165809,,,205651,114283.0,103025.0,draw,2021/22
Wolverhampton Wanderers,Norwich City,19236,90585,94147,510362,,,448514,171317,114128,19624.0,,247632,102057.0,184754.0,107265,113564,83428,83312,,232980,243568,179276,189627.0,,171270,212325.0,57127.0,draw,2021/22
Aston Villa,Crystal Palace,98980,199796,199798,149484,101188.0,,230046,122806,184704,84583.0,,84939,178301.0,,105666,57328,244723,209036,55037.0,66975,232413,232787,,,82403,231747.0,,draw,2021/22
Arsenal,Brighton and Hove Albion,225321,198869,226597,58822,84450.0,,223340,184029,209289,444145.0,437742.0,59966,,,215059,179268,83299,111478,,423649,227127,116216,60307.0,486672.0,243016,50175.0,,lose,2021/22
Manchester City,Newcastle United,121160,171314,121145,206325,146941.0,,103955,59859,114283,220566.0,61366.0,205651,,,67089,101148,169359,111773,78916.0,180974,180135,208706,,,170137,60689.0,179018.0,win,2021/22
Crystal Palace,Arsenal,40836,57328,244723,209036,174874.0,,55037,80146,82403,86417.0,232787.0,231747,,,225321,198869,226597,58822,437626.0,167199,223340,184029,209289.0,84450.0,59966,,,win,2021/22
Liverpool,Tottenham Hotspur,116535,97032,204716,122798,169187.0,,116643,61558,56979,,,110979,118748.0,244731.0,37915,93264,221632,115556,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,draw,2021/22
