home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Everton,Norwich City,111234,164511,194164,101188,102747,-1,212319,42774,55422,173807,20467,66838,-1,-1,20480,113564,198826,232980,192303,193111,90440,78607,89470,18665,57127,-1,-1,lose,2019/20
Manchester City,Chelsea,121160,121145,97299,102826,27789,-1,61366,220566,20664,-1,-1,103955,103025,37572,109745,109533,41328,194794,103192,85955,91651,116594,-1,-1,47431,176413,173879,win,2019/20
Sheffield United,Manchester United,74854,146610,40386,7645,-1,-1,82691,63426,47247,153723,79934,178304,27436,-1,51940,76359,95658,184667,-1,214590,101582,156689,232937,-1,176297,148225,200617,draw,2019/20
Watford,Burnley,9089,60232,20145,41338,54484,40868,121599,108413,38439,-1,-1,94924,73426,-1,98747,51927,103914,17761,17997,83314,40145,433154,60551,-1,60689,44699,-1,lose,2019/20
West Ham United,Tottenham Hotspur,40694,55459,81012,219924,40669,-1,101537,18073,204480,56377,-1,18987,103123,-1,102884,115556,173904,55605,80226,85971,108823,95715,93264,157668,78830,-1,-1,lose,2019/20
Burnley,Crystal Palace,98747,51927,103914,17761,17997,-1,90517,40145,83314,433154,-1,60689,44699,-1,40836,49413,74230,19188,58786,60252,82403,50471,66975,55037,80146,-1,-1,lose,2019/20
Chelsea,West Ham United,109745,109533,225796,194794,103192,-1,85955,91651,49579,184341,176413,44346,-1,-1,19194,55459,81012,40669,166640,18987,18073,204480,217593,-1,57531,101537,-1,lose,2019/20
Leicester City,Everton,17745,218031,111931,37642,172850,-1,166989,172780,201666,168580,203341,101668,-1,-1,111234,164511,106611,194164,-1,102747,55422,173807,101188,-1,212319,177815,153133,win,2019/20
Liverpool,Brighton and Hove Albion,116535,122798,169187,38454,97032,-1,81880,41733,56979,-1,-1,110979,118748,92217,131897,83299,110735,78916,86153,60307,227127,40845,74471,66242,233425,-1,-1,win,2019/20
Manchester United,Aston Villa,51940,214590,184667,95658,232937,-1,200617,43670,101582,156689,176297,148225,-1,-1,21205,199798,203368,149484,169359,122806,230046,85242,-1,-1,193488,213345,114283,draw,2019/20
Newcastle United,Manchester City,67089,106618,92159,109528,58845,57145,170137,153127,179018,50232,-1,180974,-1,-1,121160,58621,97299,102826,27789,61366,59859,20664,-1,-1,103955,205651,103025,draw,2019/20
Norwich City,Arsenal,20480,113564,198826,232980,192303,-1,193111,90440,78607,128348,89470,57127,-1,-1,80201,101184,69140,41270,111457,242166,37605,200089,84450,54694,59966,-1,-1,draw,2019/20
Southampton,Watford,58376,171771,58822,88900,40146,-1,101178,83283,132015,431131,-1,84939,220598,-1,9089,20145,155651,41338,54484,121599,108413,38439,-1,-1,94924,232185,-1,win,2019/20
Tottenham Hotspur,Bournemouth,102884,173904,80226,39194,55605,-1,85971,45268,108823,93264,231372,78830,-1,-1,225321,126184,56917,154131,171129,220307,152551,90105,155408,-1,75115,154566,-1,win,2019/20
Wolverhampton Wanderers,Sheffield United,38533,214048,151589,94147,-1,-1,171317,114128,19624,87835,-1,102057,159533,194634,172649,146610,40386,108416,-1,82691,63426,47247,153723,79934,178304,27436,-1,draw,2019/20
Arsenal,Brighton and Hove Albion,80201,98745,39476,41270,111457,-1,84450,54694,37605,200089,198849,59966,-1,-1,131897,83299,110735,78916,235382,60307,40845,74471,66242,-1,115382,233425,-1,lose,2019/20
Burnley,Manchester City,98747,17761,51927,39487,17997,-1,61603,433154,40145,17349,-1,60689,83314,-1,121160,58621,145235,27789,57410,61366,220566,20664,-1,-1,103955,205651,165809,lose,2019/20
Leicester City,Watford,17745,111931,37642,218031,37402,-1,166989,172780,201666,168580,203341,101668,-1,-1,9089,20145,155651,41338,54484,121599,108413,232185,38439,-1,94924,41725,-1,win,2019/20
Manchester United,Tottenham Hotspur,51940,18892,184667,214590,95658,-1,176297,195851,101582,109322,200617,220688,-1,-1,102884,173904,80226,39194,55605,85971,108823,95715,45268,157668,78830,-1,-1,win,2019/20
Sheffield United,Newcastle United,172649,146610,40386,108416,-1,-1,82691,63426,47247,153723,79934,169432,18867,-1,67089,106618,92159,57145,58845,170137,153127,179018,50232,-1,40142,-1,-1,lose,2019/20
Wolverhampton Wanderers,West Ham United,38533,107613,151589,94147,-1,-1,171317,114128,19624,87835,-1,102057,159533,194634,19194,55459,81012,40669,166640,18987,18073,204480,217593,-1,101537,103123,-1,win,2019/20
Chelsea,Aston Villa,109745,41328,225796,103192,135363,-1,91651,184341,47431,176413,116594,173879,-1,-1,21205,169359,149484,199798,37339,122806,184704,85242,-1,-1,114283,213345,148508,win,2019/20
Crystal Palace,Bournemouth,40836,49413,74230,40784,58786,-1,60252,82403,50471,66975,55037,80146,-1,-1,225321,126184,54469,223911,171129,153682,168991,152551,220307,-1,75115,154566,-1,win,2019/20
Liverpool,Everton,60706,122798,169187,38454,97032,-1,110979,41733,39155,15157,68312,152760,-1,-1,111234,164511,101188,194164,106611,212319,173807,55422,153133,-1,177815,-1,-1,win,2019/20
Southampton,Norwich City,58376,171771,58822,88900,40146,-1,101178,83283,132015,431131,-1,84939,20452,-1,20480,113564,198826,232980,192303,193111,90440,78607,128348,89470,57127,-1,-1,win,2019/20
Aston Villa,Leicester City,21205,169359,149484,199798,37339,-1,184704,114283,230046,193488,122806,213345,-1,-1,17745,218031,111931,37642,172850,172780,166989,203341,106837,-1,101668,173515,-1,lose,2019/20
Bournemouth,Liverpool,225321,223911,15149,126184,171129,-1,90105,168991,152551,220307,-1,75115,154566,-1,116535,38454,97032,122798,171287,56979,175592,15157,-1,-1,118748,92217,81880,lose,2019/20
Brighton and Hove Albion,Wolverhampton Wanderers,131897,83299,110735,78916,235382,-1,40845,74471,66242,-1,-1,115382,60307,116216,38533,107613,151589,94147,-1,171317,114128,19624,87835,-1,102057,159533,194634,draw,2019/20
Everton,Chelsea,111234,101188,106611,194164,102747,-1,153133,55422,20467,42774,-1,212319,177815,-1,109745,41328,225796,103192,135363,91651,184341,47431,176413,116594,173879,-1,-1,win,2019/20
Manchester City,Manchester United,121160,58621,97299,145235,27789,-1,61366,220566,20664,-1,-1,103955,205651,165809,51940,214590,184667,106760,95658,176297,195851,101582,109322,200617,148225,-1,-1,lose,2019/20
Newcastle United,Southampton,67089,106618,92159,109528,58845,57145,170137,153127,179018,50232,-1,180974,-1,-1,58376,171771,58822,88900,40146,101178,83283,132015,431131,-1,84939,20452,-1,win,2019/20
Norwich City,Sheffield United,20480,113564,198826,232980,192303,-1,195546,37614,78607,89470,18665,57127,-1,-1,172649,146610,40386,108416,-1,82691,63426,47247,153723,79934,178304,27436,-1,lose,2019/20
Watford,Crystal Palace,9089,155651,41338,54484,85624,-1,121599,94924,232185,38439,61566,41725,-1,-1,40836,86417,49413,19419,58786,60252,82403,50471,66975,55037,80146,-1,-1,draw,2019/20
West Ham United,Arsenal,19194,55459,81012,40669,166640,-1,18987,18073,204480,217593,-1,57531,101537,-1,80201,154043,101184,39476,192895,84450,444145,195735,37605,198849,54694,-1,-1,lose,2019/20
Arsenal,Manchester City,80201,101184,154043,39476,111457,-1,195735,198849,444145,37605,242166,54694,-1,-1,121160,58621,102826,27789,57410,59859,220566,61366,103955,209244,205651,-1,-1,lose,2019/20
Burnley,Newcastle United,98747,17761,51927,39487,17997,-1,83314,40145,433154,60551,-1,60689,44699,-1,67089,92159,119471,57145,106618,180974,104953,180135,153127,-1,40142,-1,-1,win,2019/20
Chelsea,Bournemouth,109745,109533,41328,102380,103192,-1,116594,184341,85955,-1,-1,47431,176413,173879,225321,154131,223911,15149,171129,168991,90105,152551,40387,155408,78007,-1,-1,lose,2019/20
Crystal Palace,Brighton and Hove Albion,40836,49413,58786,173954,19188,-1,55037,50471,66975,-1,-1,82403,80146,54861,131897,83299,110735,78916,86153,60307,116216,227127,74471,66242,115382,-1,-1,draw,2019/20
Leicester City,Norwich City,17745,218031,111931,37642,172850,-1,172780,166989,203341,106837,-1,101668,173515,-1,20480,113564,198826,232980,192303,195546,193111,90440,78607,18665,57127,-1,-1,draw,2019/20
Liverpool,Watford,116535,169187,97032,15157,171287,-1,110979,41733,56979,92217,68312,118748,-1,-1,9089,20145,41338,54484,85624,108413,94924,121599,232185,38439,41725,-1,-1,win,2019/20
Manchester United,Everton,51940,214590,184667,106760,95658,-1,176297,195851,101582,109322,200617,148225,-1,-1,111234,164511,106611,101188,59949,153133,194164,173807,100649,-1,212319,177815,-1,draw,2019/20
Sheffield United,Aston Villa,172649,146610,40386,108416,-1,-1,82691,63426,47247,153723,79934,178304,27436,-1,21205,169359,203368,123354,108156,122806,184704,40564,-1,-1,193488,213345,114283,win,2019/20
Southampton,West Ham United,58376,171771,58822,88900,40146,-1,101178,83283,132015,431131,-1,84939,20452,-1,19194,55459,81012,40669,166640,18987,18073,204480,217593,-1,57531,103123,-1,lose,2019/20
Wolverhampton Wanderers,Tottenham Hotspur,38533,107613,151589,94147,-1,-1,171317,114128,19624,87835,-1,102057,159533,194634,102884,173904,80226,39194,55605,85971,108823,95715,45268,93264,78830,-1,-1,lose,2019/20
Aston Villa,Southampton,21205,169359,203368,123354,108156,-1,122806,230046,85242,-1,-1,193488,213345,114283,58376,171771,58822,88900,40146,101178,83283,132015,91047,-1,84939,20452,-1,lose,2019/20
Bournemouth,Burnley,225321,154131,223911,15149,171129,-1,168991,90105,152551,40387,155408,78007,-1,-1,98747,51927,103914,17761,17997,83314,40145,433154,60551,-1,60689,44699,-1,lose,2019/20
Brighton and Hove Albion,Sheffield United,131897,83299,110735,78916,86153,-1,60307,116216,40845,74471,66242,115382,-1,-1,172649,146610,40386,108416,-1,82691,63426,153723,49083,79934,169432,27436,-1,lose,2019/20
Everton,Arsenal,111234,164511,194164,101188,102747,-1,153133,173807,41823,55422,-1,212319,177815,-1,80201,41270,101184,223340,154043,444145,84450,200641,198849,209289,54694,-1,-1,draw,2019/20
Manchester City,Leicester City,121160,58621,102826,27789,57410,-1,59859,103025,103955,165809,61366,205651,-1,-1,17745,218031,111931,37642,172850,166989,172780,201666,168580,203341,101668,-1,-1,win,2019/20
Newcastle United,Crystal Palace,67089,57145,119471,77359,-1,-1,153127,50232,179018,109528,106618,180974,40142,-1,40836,55037,49413,74230,58786,50471,66975,50472,-1,-1,82403,80146,54861,win,2019/20
Norwich City,Wolverhampton Wanderers,20480,232980,113564,83428,192303,-1,195546,193111,90440,78607,18665,57127,-1,-1,38533,107613,151589,94147,-1,171317,114128,19624,87835,-1,102057,159533,194634,lose,2019/20
Tottenham Hotspur,Chelsea,102884,173904,80226,39194,55605,-1,45268,108823,93264,-1,-1,85971,78830,95715,109745,194794,103192,102380,-1,116594,41328,91651,82263,-1,47431,184341,173879,lose,2019/20
Watford,Manchester United,9089,20145,41338,54484,85624,-1,108413,94924,121599,232185,38439,41725,-1,-1,51940,214590,184667,106760,95658,176297,195851,101582,109322,200617,148225,-1,-1,win,2019/20
West Ham United,Liverpool,37096,55459,219924,40669,105717,232391,18987,18073,204480,86934,-1,103123,-1,-1,116535,169187,122798,97032,171287,81880,41733,56979,-1,-1,118748,92217,152760,lose,2019/20
Aston Villa,Norwich City,21205,169359,199798,123354,37339,-1,148508,230046,193488,184704,114283,213345,-1,-1,20480,232980,113564,83428,192303,195546,193111,90440,78607,18665,57127,-1,-1,win,2019/20
Bournemouth,Arsenal,225321,56917,154131,223911,222434,-1,90105,152551,155408,40387,78007,75115,-1,-1,80201,41270,154043,223340,39476,84450,54694,37605,200641,198849,59966,-1,-1,draw,2019/20
Chelsea,Southampton,109745,194794,103192,102380,-1,-1,116594,41328,85955,109533,-1,47431,209046,173879,58376,171771,58822,88900,40146,101178,83283,132015,91047,-1,200439,220598,-1,lose,2019/20
Crystal Palace,West Ham United,40836,49413,74230,40784,58786,-1,55037,50471,82403,66975,141020,80146,-1,-1,40694,55459,20658,40669,166640,18987,18073,204480,217593,-1,57531,103123,-1,win,2019/20
Everton,Burnley,111234,164511,194164,59949,-1,-1,55422,101188,41823,102747,-1,212319,177815,100649,98747,51927,103914,17761,17997,433154,40145,90517,60551,-1,60689,44683,-1,win,2019/20
Leicester City,Liverpool,17745,218031,111931,37642,172850,-1,166989,172780,201666,203341,106837,101668,-1,-1,116535,169187,122798,97032,171287,56979,175592,41733,-1,-1,110979,118748,92217,lose,2019/20
Manchester United,Newcastle United,51940,214590,184667,106760,95658,-1,176297,195851,156689,220688,101582,148225,-1,-1,67089,57145,119471,77359,-1,179018,180135,109528,223175,92159,180974,104547,-1,win,2019/20
Sheffield United,Watford,172649,146610,40386,108416,-1,-1,82691,63426,47247,153723,79934,169432,27436,-1,9089,20145,41338,54484,85624,108413,89085,94924,232185,38439,41725,-1,-1,draw,2019/20
Tottenham Hotspur,Brighton and Hove Albion,102884,39194,173904,55605,-1,-1,45268,80226,184349,157668,-1,78830,95715,108823,131897,78916,61933,110735,-1,74375,209362,235382,40845,-1,60307,74471,233425,win,2019/20
Wolverhampton Wanderers,Manchester City,38533,107613,151589,94147,-1,-1,171317,114128,19624,87835,-1,102057,159533,194634,121160,58621,102826,27789,57410,220566,103025,103955,165809,61366,37572,-1,-1,win,2019/20
Arsenal,Chelsea,80201,41270,101184,223340,154043,-1,200641,198849,37605,54694,242166,59966,-1,-1,109745,194794,103192,102380,-1,41328,91651,116594,109533,-1,47431,184341,173879,lose,2019/20
Brighton and Hove Albion,Bournemouth,131897,86153,61933,78916,83299,-1,116216,227127,165210,74471,66242,115382,-1,-1,225321,56917,154131,223911,171129,168991,153682,40387,56872,-1,154566,78007,-1,win,2019/20
Burnley,Manchester United,98747,51927,103914,17761,17997,-1,83314,40145,433154,60551,-1,60689,44699,-1,51940,95658,184667,232937,18892,176297,200617,101582,156689,62398,148225,-1,-1,lose,2019/20
Liverpool,Wolverhampton Wanderers,116535,169187,122798,97032,171287,-1,56979,41733,39155,92217,110979,118748,-1,-1,38533,214048,41727,94147,-1,114128,19624,171317,151589,216054,194634,247632,-1,win,2019/20
Manchester City,Sheffield United,33148,58621,206325,27789,432656,-1,165809,220566,61366,-1,-1,103955,103025,37572,172649,146610,40386,108416,-1,82691,63426,47247,79934,87447,178304,171975,-1,win,2019/20
Newcastle United,Everton,67089,57145,119471,77359,-1,-1,153127,92159,151119,179018,50232,180974,40142,-1,111234,12745,106611,194164,102747,212319,173807,55422,20467,-1,177815,242058,-1,lose,2019/20
Norwich City,Tottenham Hotspur,20480,83428,192303,194799,232980,-1,195546,37614,71738,89470,18665,57127,-1,-1,102884,55605,39194,234908,-1,80226,80607,184349,200826,231372,78830,108823,-1,draw,2019/20
Southampton,Crystal Palace,58376,171771,58822,88900,40146,-1,101178,83283,132015,128198,-1,84939,200439,-1,40836,49413,58786,173954,40784,82403,50471,66975,141020,50472,80146,-1,-1,draw,2019/20
Watford,Aston Villa,9089,20145,41338,54484,85624,-1,108413,94924,121599,232185,38439,41725,-1,-1,21205,169359,199798,123354,37339,40564,114283,230046,85242,89274,213345,-1,-1,win,2019/20
West Ham United,Leicester City,37096,105717,219924,166640,81012,-1,101537,42824,86934,204480,217593,103123,-1,-1,17745,15033,37642,220627,37402,172632,51938,197469,86881,-1,168580,173515,-1,lose,2019/20
Arsenal,Manchester United,80201,154043,39476,41270,111457,-1,84450,195735,37605,198849,54694,59966,-1,-1,51940,214590,184667,106760,95658,176297,200617,101582,109322,62398,148225,-1,-1,win,2019/20
Brighton and Hove Albion,Chelsea,131897,83299,110735,78916,86153,-1,74471,66242,235382,227127,-1,115382,116216,-1,109745,41328,225796,103192,102380,116594,184341,85955,-1,-1,47431,176413,173879,draw,2019/20
Burnley,Aston Villa,98747,51927,103914,17761,17997,-1,433154,40145,90517,60551,-1,60689,44699,-1,21205,149484,199798,123354,-1,47390,184704,203368,230046,-1,114283,213345,148508,lose,2019/20
Liverpool,Sheffield United,116535,169187,122798,97032,171287,-1,56979,15157,41733,-1,-1,110979,118748,92217,172649,146610,40386,108416,-1,82691,63426,47247,153723,79934,178304,27436,-1,win,2019/20
Manchester City,Everton,33148,220566,27789,432656,-1,-1,61366,59859,121145,102826,-1,205651,103025,209244,111234,164511,194164,59949,-1,101188,102747,41823,173807,55422,212319,177815,-1,win,2019/20
Newcastle United,Leicester City,67089,57145,119471,77359,-1,-1,50232,92159,109528,153127,-1,179018,180974,196118,17745,37642,218031,37402,-1,111931,166989,172850,172780,203341,168580,173515,-1,lose,2019/20
Norwich City,Crystal Palace,20480,232980,113564,83428,192303,-1,193111,195546,37614,78607,18665,57127,-1,-1,40836,49413,58786,173954,40784,82403,50471,66975,141020,50472,80146,-1,-1,draw,2019/20
Southampton,Tottenham Hotspur,58376,171771,58822,88900,40146,-1,101178,431131,132015,91047,-1,84939,83283,-1,102884,184349,80226,39194,55605,95715,108823,80607,45268,231372,78830,-1,-1,win,2019/20
Watford,Wolverhampton Wanderers,9089,60232,41338,54484,85624,-1,121599,89085,94924,232185,38439,41725,-1,-1,38533,94147,41727,107613,-1,114128,19624,87835,151589,-1,159533,247632,102057,win,2019/20
West Ham United,Bournemouth,37096,55459,81012,40669,166640,-1,18987,18073,204480,217593,-1,101537,103123,-1,225321,223911,15149,56917,171129,152551,155408,40387,-1,-1,153682,154566,75115,win,2019/20
Aston Villa,Manchester City,98770,37339,199798,47390,123354,149484,230046,61603,85242,-1,-1,114283,193488,-1,121160,121145,97299,102826,27789,61366,220566,20664,-1,-1,205651,103025,37572,lose,2019/20
Bournemouth,Watford,229600,54469,56917,15149,126184,-1,90105,153682,152551,40387,-1,75115,154566,-1,9089,60232,20145,155651,41338,121599,89085,94924,232185,38439,41725,-1,-1,lose,2019/20
Chelsea,Burnley,109745,225796,41328,135363,102380,-1,88894,184341,85955,-1,-1,47431,209046,173879,98747,17761,51927,68983,103914,433154,40145,60551,17349,-1,60689,83314,-1,win,2019/20
Crystal Palace,Arsenal,40836,58786,19419,173954,49413,-1,50471,82403,141020,55037,50472,80146,-1,-1,80201,154043,39476,41270,111457,84450,195735,37605,198849,54694,59966,-1,-1,draw,2019/20
Everton,Brighton and Hove Albion,111234,101188,106611,194164,102747,-1,100649,55422,173807,20467,-1,212319,177815,-1,131897,83299,110735,61933,-1,40845,86153,66242,209362,-1,115382,116216,165210,win,2019/20
Leicester City,Southampton,17745,218031,111931,37642,172850,-1,172780,201666,168580,106837,197469,101668,-1,-1,58376,171771,58822,88900,40146,101178,83283,132015,91047,-1,84939,20452,-1,lose,2019/20
Manchester United,Norwich City,51940,214590,184667,95658,232937,-1,101582,43670,156689,176297,62398,148225,-1,-1,20480,232980,113564,83428,192303,193111,195546,37614,78607,18665,432735,-1,-1,win,2019/20
Sheffield United,West Ham United,172649,146610,40386,108416,-1,-1,82691,63426,47247,153723,79934,169432,27436,-1,37096,55459,40669,166640,-1,105717,204480,18073,20658,-1,86934,101537,103123,win,2019/20
Tottenham Hotspur,Liverpool,102884,173904,199584,38290,55605,-1,85971,80226,80607,157668,-1,95715,108823,-1,116535,169187,122798,97032,171287,81880,41733,56979,-1,-1,110979,118748,92217,lose,2019/20
Wolverhampton Wanderers,Newcastle United,38533,107613,151589,94147,-1,-1,171317,114128,19624,87835,-1,159533,247632,102057,67089,58845,106618,153127,92159,180135,180974,223175,179018,-1,104547,-1,-1,draw,2019/20
Arsenal,Sheffield United,80201,69140,41270,223340,154043,-1,84450,195735,198849,37605,444145,59966,-1,-1,172649,146610,40386,108416,-1,82691,63426,47247,153723,79934,169432,178304,-1,draw,2019/20
Brighton and Hove Albion,Aston Villa,131897,83299,110735,235382,209362,-1,116216,40845,74471,66242,-1,115382,233425,-1,8432,149484,199798,123354,-1,169359,203368,184704,61603,-1,114283,193488,148508,draw,2019/20
Burnley,Leicester City,98747,51927,103914,17761,17997,-1,83314,40145,433154,60551,-1,60689,44683,-1,17745,111931,37642,218031,37402,172780,201666,168580,106837,86881,101668,-1,-1,win,2019/20
Liverpool,Manchester United,116535,169187,122798,97032,171287,-1,81880,41733,56979,-1,-1,110979,118748,92217,51940,106760,184667,95658,-1,214590,101582,232937,62398,-1,148225,200617,156689,win,2019/20
Manchester City,Crystal Palace,121160,121145,97299,102826,27789,-1,61366,59859,20664,-1,-1,103955,165809,37572,40836,58786,19419,173954,49413,50471,80146,55037,82403,50472,66838,-1,-1,draw,2019/20
Newcastle United,Chelsea,67089,92159,101148,57145,111773,58845,170137,153127,179018,50232,-1,180974,-1,-1,109745,225796,41328,135363,102380,116594,184341,85955,-1,-1,47431,209046,173879,win,2019/20
Norwich City,Bournemouth,20480,113564,198826,232980,192303,-1,195546,193111,78607,139110,18665,57127,-1,-1,225321,126184,56917,54469,171129,168991,152551,40387,-1,-1,75115,90105,153682,win,2019/20
